,ROADWAY_NAME,TXDOT_ROADWAY_DIRECTION,TXDOT_CROSS_STREET_QUAL,CROSS_STREET_NAME,LATITUDE_IB_CW,LATITUDE_OB_CCW,LONGITUDE_IB_CW,LONGITUDE_OB_CCW,COUNTY_NAME
238,IH-610 WEST LOOP,Southbound,At,BELLAIRE BLVD,29.7059,29.7059,-95.4593,-95.4595,Harris
239,IH-610 WEST LOOP,Northbound,At,WESTPARK DR,29.7263,29.7263,-95.4603,-95.4605,Harris
240,IH-610 WEST LOOP,Southbound,At,WESTPARK DR,29.7263,29.7263,-95.4603,-95.4605,Harris
241,IH-610 WEST LOOP,Southbound,At,BEECHNUT ST,29.6892,29.6892,-95.4589,-95.4592,Harris
242,IH-610 WEST LOOP,Southbound,At,FOURNACE PL,29.7167,29.7167,-95.4601,-95.4604,Harris
243,IH-610 WEST LOOP,Northbound,At,BISSONNET ST,29.7117,29.7116,-95.46,-95.4603,Harris
244,IH-610 WEST LOOP,Southbound,At,POST OAK RD,29.754,29.754,-95.4555,-95.4557,Harris
245,IH-610 WEST LOOP,Northbound,At,POST OAK RD,29.754,29.754,-95.4555,-95.4557,Harris
246,IH-69,Southbound,At,ISLEIB RD,29.49431438,29.49431114,-95.91160125,-95.91160125,Fort_Bend
247,IH-69,Southbound,At,Williams Way Blvd,29.555969,29.555969,-95.717019,-95.717019,Fort_Bend
248,IH-69,Northbound,At,FM-2218,29.534398,29.534398,-95.77647900000001,-95.77647900000001,Fort_Bend
249,IH-69,Southbound,Before,NORTHPARK,30.07,30.0699,-95.24700000000001,-95.24700000000001,Montgomery
250,IH-69,Southbound,At,FM-762/THOMPSON RD,29.546653999999997,29.546653999999997,-95.746749,-95.746749,Fort_Bend
251,IH-69,Northbound,At,FM-2218,29.534398,29.534398,-95.77647900000001,-95.77647900000001,Fort_Bend
252,IH-69,Southbound,At,FM 1314,30.1045,30.1046,-95.2365,-95.2363,Montgomery
253,IH-69,Northbound,At,FM-762/THOMPSON RD,29.546653999999997,29.546653999999997,-95.746749,-95.746749,Fort_Bend
254,IH-69,Southbound,At,FM-762/THOMPSON RD,29.546653999999997,29.546653999999997,-95.746749,-95.746749,Fort_Bend
255,IH-69,Southbound,At,FOSTORIA RD,30.2688,30.2688,-95.1389,-95.1389,Montgomery
256,IH-69,Northbound,At,University Blvd,29.580903000000003,29.580903000000003,-95.648076,-95.648076,Fort_Bend
257,IH-69,Southbound,At,BRAZOS RIVER,29.568156,29.568156,-95.66832099999999,-95.66832099999999,Fort_Bend
258,IH-69,Northbound,At,BRAZOS RIVER,29.568156,29.568156,-95.66832099999999,-95.66832099999999,Fort_Bend
259,IH-69 Eastex Freeway,Southbound,At,ALDINE MAIL ROUTE,29.90271639,29.90269869,-95.31161554,-95.31161554,Harris
260,IH-69 Eastex Freeway,Southbound,At,MC GOWEN,29.74062,29.74062,-95.3662,-95.3662,Harris
261,IH-69 Eastex Freeway,Southbound,At,LAUDER RD,29.91079293,29.91077165,-95.30958779,-95.30958779,Harris
262,IH-69 Eastex Freeway,Southbound,At,IH-610 NORTH LOOP,29.80831125,29.80831499,-95.33613575,-95.33613575,Harris
263,IH-69 Eastex Freeway,Southbound,At,IH-610 NORTH LOOP,29.80831125,29.80831499,-95.33613575,-95.33613575,Harris
264,IH-69 Eastex Freeway,Northbound,At,SAN JACINTO RIVER,30.0265,30.0265,-95.2589,-95.2589,Harris
265,IH-69 Eastex Freeway,Southbound,At,RANKIN RD,29.96558299,29.96561492,-95.2844427,-95.2844427,Harris
266,IH-69 Eastex Freeway,Southbound,At,GREENS RD,29.9522907,29.95230545,-95.29034617,-95.29034617,Harris
267,IH-69 Eastex Freeway,Northbound,At,GREENS RD,29.9522907,29.95230545,-95.29034617,-95.29034617,Harris
268,IH-69 Eastex Freeway,Northbound,At,KELLEY ST,29.813336600000003,29.81333267,-95.33519053,-95.33519053,Harris
269,IH-69 Eastex Freeway,Southbound,At,KELLEY ST,29.813336600000003,29.81333267,-95.33519053,-95.33519053,Harris
270,IH-69 Eastex Freeway,Northbound,At,COLLINGSWORTH ST,29.79389311,29.79390242,-95.3397711,-95.3397711,Harris
271,IH-69 Eastex Freeway,Northbound,At,TOWNSEN,30.0181,30.018,-95.2624,-95.2624,Harris
272,IH-69 Eastex Freeway,Southbound,At,SAN JACINTO RIVER,30.0265,30.0265,-95.2589,-95.2589,Harris
273,IH-69 Eastex Freeway,Southbound,At,IH-45 GULF,29.7444593,29.74444274,-95.36307635,-95.36307635,Harris
274,IH-69 SOUTHWEST,Northbound,Before,BELTWAY 8-WEST,29.6613,29.6615,-95.5574,-95.5576,Harris
275,IH-69 SOUTHWEST,Southbound,At,BELTWAY 8-WEST,29.6613,29.6615,-95.5574,-95.5576,Harris
276,IH-69 SOUTHWEST,Northbound,At,BELLAIRE BLVD,29.7044,29.7045,-95.5129,-95.5132,Harris
277,IH-69 SOUTHWEST,Northbound,At,BEECHNUT ST,29.6921,29.6922,-95.5269,-95.5272,Harris
278,IH-69 SOUTHWEST,Southbound,At,WESTPARK DR,29.7238,29.7238,-95.4912,-95.4917,Harris
279,IH-69 SOUTHWEST,Northbound,At,BISSONNET ST,29.6759,29.6759,-95.5418,-95.5422,Harris
280,IH-69 SOUTHWEST,Northbound,At,WESLAYAN ST,29.7288,29.7291,-95.4415,-95.4415,Harris
281,IH-69 SOUTHWEST,Northbound,At,CHIMNEY ROCK RD,29.7258,29.7261,-95.4765,-95.4765,Harris
282,IH-69 SOUTHWEST,Southbound,At,BELLFORT AVE,29.654,29.654,-95.5655,-95.5656,Harris
283,IH-69 SOUTHWEST,Northbound,At,IH-45 GULF,29.7447,29.7449,-95.3625,-95.3625,Harris
284,IH-69 SOUTHWEST,Southbound,At,SH-288,29.73398479,29.73407684,-95.37158509,-95.37158509,Harris
285,IH-69 SOUTHWEST,Northbound,At,IH-610 WEST LOOP,29.7288,29.729,-95.4606,-95.4606,Harris
286,IH-69 SOUTHWEST,Northbound,At,DUNLAVY,29.7312,29.7309,-95.402,-95.4021,Harris
287,IH-69 SOUTHWEST,Northbound,At,IH-610 WEST LOOP,29.7288,29.729,-95.4606,-95.4606,Harris
288,IH-69 SOUTHWEST,Southbound,At,BELLFORT AVE,29.654,29.654,-95.5655,-95.5656,Harris
289,LOOP-494,Northbound,At,MONTGOMERY-HARRIS COUNTY LINE,30.043490000000002,30.043490000000002,-95.25028,-95.25028,Montgomery
290,NASA RD 1,Eastbound,At,IH-45 GULF,29.528570000000002,29.528570000000002,-95.13096,-95.13096,Harris
291,NASA RD 1,Westbound,At,IH-45 GULF,29.528570000000002,29.528570000000002,-95.13096,-95.13096,Harris
292,SH 275 / HARBORSIDE,Eastbound,At,IH 45 Gulf Freeway,29.28533304,29.28532368,-94.862913,-94.862913,Galveston
293,SH 275 / HARBORSIDE,Westbound,At,SH 87/ 2ND ST,29.31435548,29.31434712,-94.7705656,-94.7705656,Galveston
294,SH-105,Eastbound,At,DUCK CREEK RD,30.32798,30.32798,-95.23931999999999,-95.23931999999999,Montgomery
295,SH-146,Southbound,At,FRED HARTMAN BRIDGE/SHIP CHANNEL,29.70836,29.70836,-95.01126,-95.01126,Harris
296,SH-225,Eastbound,At,RED BLUFF RD,29.7125,29.7123,-95.1973,-95.1973,Harris
297,SH-225,Westbound,At,RED BLUFF RD,29.7125,29.7123,-95.1973,-95.1973,Harris
298,SH-225,Eastbound,At,RED BLUFF RD,29.7125,29.7123,-95.1973,-95.1973,Harris
299,SH-225,Westbound,At,RED BLUFF RD,29.7125,29.7123,-95.1973,-95.1973,Harris
300,SH-225,Eastbound,At,SCARBOROUGH LN,29.7077,29.7075,-95.2282,-95.2282,Harris
301,SH-225,Eastbound,At,RICHEY ST,29.7104,29.7102,-95.22,-95.22,Harris
302,SH-225,Westbound,At,RICHEY ST,29.7104,29.7102,-95.22,-95.22,Harris
303,SH-225,Westbound,At,IH-610 EAST LOOP,29.7098,29.7095,-95.2668,-95.2671,Harris
304,SH-249 TOMBALL PARKWAY,Northbound,At,BS 249/ HOLDERRIETH,30.06681827,30.06683126,-95.62309997,-95.62309997,Harris
305,SH-249 TOMBALL PARKWAY,Northbound,At,Chasewood Park Dr,29.993000000000002,29.993000000000002,-95.5759,-95.5759,Harris
306,SH-249 TOMBALL PARKWAY,Southbound,At,Chasewood Park Dr,29.993000000000002,29.993000000000002,-95.5759,-95.5759,Harris
307,SH-288,Northbound,At,SOUTHMORE BLVD,29.72221181,29.72221819,-95.37698243,-95.37698243,Harris
308,SH-288,Northbound,At,FORT BEND COUNTY RD CR 56,29.4392,29.4392,-95.4277,-95.4277,Brazoria
309,SH-288,Southbound,At,IH-69 SOUTHWEST,29.7338,29.7336,-95.3709,-95.3713,Harris
310,SH-288,Northbound,At,IH-610 SOUTH LOOP,29.6807,29.6807,-95.381,-95.381,Harris
311,SH-288,Northbound,At,BELLFORT BLVD,29.668000000000003,29.668000000000003,-95.3828,-95.3828,Harris
312,SH-288,Southbound,At,AIRPORT BLVD,29.6436,29.6436,-95.387,-95.387,Harris
313,SH-288,Southbound,At,SAM HOUSTON TOLLWAY,29.59738775,29.59737941,-95.38657375,-95.38657375,Harris
314,SH-288,Northbound,At,SAM HOUSTON TOLLWAY,29.59738775,29.59737941,-95.38657375,-95.38657375,Harris
315,SH-288,Southbound,At,BELLFORT BLVD,29.668000000000003,29.668000000000003,-95.3828,-95.3828,Harris
316,SH-288,Northbound,After,IH-69 SOUTHWEST,29.7338,29.7336,-95.3709,-95.3713,Harris
317,SH-288,Southbound,At,IH-45 GULF,29.74228199,29.74238507,-95.36433315,-95.36433315,Harris
318,SH-288,Northbound,After,MAC GREGOR DR,29.71244999,29.7125576,-95.37849191,-95.37849191,Harris
319,SH-288,Southbound,Before,MAC GREGOR DR,29.71244999,29.7125576,-95.37849191,-95.37849191,Harris
320,SH-288,Northbound,At,SH-6,29.4826,29.4824,-95.40114,-95.40114,Brazoria
321,SH-288,Southbound,Before,SAM HOUSTON TOLLWAY,29.59738775,29.59737941,-95.38657375,-95.38657375,Harris
322,SH-288,Southbound,After,FM-2234 MC HARD RD,29.58032,29.58032,-95.38582,-95.38582,Brazoria
323,SH-288,Southbound,At,FM 1462 ROSHARON RD,29.3516,29.3516,-95.4247,-95.4247,Brazoria
324,SH-288,Northbound,At,FM-2234 MC HARD RD,29.58032,29.58032,-95.38582,-95.38582,Brazoria
325,SH-288,Northbound,At,CANNON RD CR 51,29.3169,29.3169,-95.4238,-95.4238,Brazoria
326,SH-3,Northbound,At,SH-146,29.34157,29.34157,-94.93567,-94.93567,Galveston
327,SH-3,Southbound,At,SH-146,29.34157,29.34157,-94.93567,-94.93567,Galveston
328,SH-3,Northbound,At,Walker St,29.504410999999998,29.504410999999998,-95.092282,-95.092282,Galveston
329,SH-3,Southbound,At,Walker St,29.504410999999998,29.504410999999998,-95.092282,-95.092282,Galveston
330,SH-3,Northbound,At,HUGHES RD,29.4525744,29.45249076,-95.04030068,-95.04030068,Galveston
331,SH-35,Eastbound,At,DIXIE FARM CR 126,29.521420000000003,29.521420000000003,-95.260134,-95.260134,Brazoria
332,SH-35,Eastbound,At,FM-528,29.447490000000002,29.447490000000002,-95.238795,-95.238795,Brazoria
333,SH-35,Eastbound,At,11TH ST,29.143226000000002,29.143226000000002,-95.637114,-95.637114,Brazoria
334,SH-35,Eastbound,At,SH 36,29.14712,29.14712,-95.658137,-95.658137,Brazoria
335,SH-36,Northbound,At,SH-35/ 17th St,29.138058,29.138058,-95.653272,-95.653272,Brazoria
336,SH-6,Eastbound,At,FM-521,29.507385,29.507385,-95.46127,-95.46127,Fort_Bend
337,SH-6,Eastbound,At,MISSISSIPPI ST,29.462909999999997,29.462909999999997,-95.34352,-95.34352,Brazoria
338,SH-6,Northbound,At,PARK ROW,29.787979999999997,29.787979999999997,-95.6447,-95.6447,Harris
339,SH-6,Southbound,At,PATTERSON RD,29.8132,29.8132,-95.6454,-95.6454,Harris
340,SH-6,Eastbound,At,MUSTANG BAYOU RD,29.45412,29.45412,-95.31788,-95.31788,Brazoria
341,SH-6,Eastbound,At,Bissonnet St,29.677184000000004,29.677184000000004,-95.643556,-95.643556,Fort_Bend
342,SH-6,Eastbound,At,CARDINAL DR CR 149,29.43853499,29.43853499,-95.27180423,-95.27180423,Brazoria
343,SH-87/ Broadway,Southbound,At,SH-124,29.54969333,29.54965423,-94.38837158,-94.38837158,Galveston
344,SH-87/ Broadway,Northbound,At,Rollover Pass,29.50841144,29.50839277,-94.50027204,-94.50027204,Galveston
345,SH-87/ Broadway,Southbound,At,SEWALL BLVD/ 2ND ST,29.30934904,29.30932098,-94.76911407,-94.76911407,Galveston
346,SH-87/ Broadway,Northbound,At,GALVESTON-BOLIVAR FERRY,29.32726764,29.32727196,-94.77320939,-94.77320939,Galveston
347,SH-99 Lanier Pkwy,Northbound,At,BRAZOS RIVER,29.581482,29.581482,-95.67844000000001,-95.67844000000001,Fort_Bend
348,SH-99 Lanier Pkwy,Southbound,At,BRAZOS RIVER,29.581482,29.581482,-95.67844000000001,-95.67844000000001,Fort_Bend
349,SH-99 Lanier Pkwy - North,Eastbound,At,FM-2920,30.075340999999998,30.075340999999998,-95.55681899999999,-95.55681899999999,Harris
350,SH-99 Lanier Pkwy - North,Westbound,At,FM-2920,30.075340999999998,30.075340999999998,-95.55681899999999,-95.55681899999999,Harris
351,SH-99 Lanier Pkwy - North,Westbound,At,Riverwalk Dr,30.13744393,30.13744393,-95.30804728,-95.30804728,Montgomery
352,SH-99 Lanier Pkwy - North,Eastbound,At,Riverwalk Dr,30.13744393,30.13744393,-95.30804728,-95.30804728,Montgomery
353,SH-99 Lanier Pkwy - North,Eastbound,At,FM 1314,30.13756222,30.13764438,-95.29042172,-95.29042172,Montgomery
354,SH-99 Lanier Pkwy - North,Westbound,At,FM 1314,30.13756222,30.13764438,-95.29042172,-95.29042172,Montgomery
355,SH-99 Lanier Pkwy - North,Westbound,At,FM 1314,30.13756222,30.13764438,-95.29042172,-95.29042172,Montgomery
356,SH-99 Lanier Pkwy - North,Eastbound,Before,San Jacinto River,30.141196,30.141196,-95.338406,-95.338406,Montgomery
357,SH-99 Lanier Pkwy - North,Westbound,After,San Jacinto River,30.141196,30.141196,-95.338406,-95.338406,Montgomery
358,SH-99 Lanier Pkwy - West,Northbound,At,US 290 Northwest,29.998957,29.998957,-95.768975,-95.768975,Harris
359,SH-99 Lanier Pkwy - West,Northbound,At,Clay Rd,29.83169623,29.83173346,-95.76066809,-95.76066809,Harris
360,SH-99 Lanier Pkwy - West,Northbound,At,FM 529/Freeman Rd,29.87528467,29.87527727,-95.75652727,-95.75652727,Harris
361,SH-99 Lanier Pkwy - West,Southbound,At,FM 529/Freeman Rd,29.87528467,29.87527727,-95.75652727,-95.75652727,Harris
362,SH-99 Lanier Pkwy - West,Northbound,At,West Rd,29.904441,29.904441,-95.758593,-95.758593,Harris
363,SH-99 Lanier Pkwy - West,Southbound,At,West Rd,29.904441,29.904441,-95.758593,-95.758593,Harris
364,SH-99 Lanier Pkwy - West,Southbound,At,N Bridgeland Lake Pkwy,29.95951111,29.95942823,-95.76972834,-95.76972834,Harris
365,SH-99 Lanier Pkwy - West,Northbound,At,IH-10 KATY,29.785428999999997,29.785428999999997,-95.777312,-95.777312,Harris
366,SH-99 Lanier Pkwy - West,Southbound,At,Stockdick School Rd,29.84622286,29.84623217,-95.75625929,-95.75625929,Harris
367,SHT,Southbound,At,SPENCER HWY,29.6656,29.6656,-95.1558,-95.1556,Harris
368,SHT,Northbound,At,PASADENA BLVD,29.6815,29.6815,-95.1555,-95.1552,Harris
369,SHT,Southbound,At,RED BLUFF RD,29.6839,29.6838,-95.1547,-95.1545,Harris
370,SHT,Southbound,At,FAIRMONT PKWY,29.6498,29.6498,-95.1562,-95.1561,Harris
371,SHT,Southbound,At,SPENCER HWY,29.6656,29.6656,-95.1558,-95.1556,Harris
372,SHT,Southbound,At,RED BLUFF RD,29.6839,29.6838,-95.1547,-95.1545,Harris
373,SHT,Northbound,At,FAIRMONT PKWY,29.6498,29.6498,-95.1562,-95.1561,Harris
374,SHT,Northbound,At,RED BLUFF RD,29.6839,29.6838,-95.1547,-95.1545,Harris
375,SHT,Northbound,At,SPENCER HWY,29.6656,29.6656,-95.1558,-95.1556,Harris
376,SHT,Northbound,At,PASADENA BLVD,29.6815,29.6815,-95.1555,-95.1552,Harris
377,SHT,Northbound,At,FAIRMONT PKWY,29.6498,29.6498,-95.1562,-95.1561,Harris
378,SHT,Northbound,At,FAIRMONT PKWY,29.6498,29.6498,-95.1562,-95.1561,Harris
379,SHT,Southbound,At,SH 3/OLD GALVESTON,29.6165,29.6163,-95.1918,-95.1917,Harris
380,SHT,Southbound,At,Tidwell,29.85325,29.85325,-95.18693,-95.18693,Harris
381,SHT,Northbound,At,Garrett,29.88311,29.88311,-95.19779,-95.19779,Harris
382,SHT,Northbound,At,Tidwell,29.85325,29.85325,-95.18693,-95.18693,Harris
383,SHT,Northbound,At,Garrett,29.88311,29.88311,-95.19779,-95.19779,Harris
384,SHT,Southbound,At,SH 3/OLD GALVESTON,29.6165,29.6163,-95.1918,-95.1917,Harris
385,SHT,Northbound,At,GENOA-RED BLUFF,29.6306,29.6306,-95.1703,-95.1702,Harris
386,SHT,Southbound,At,Generation Pkwy,29.90672,29.90672,-95.202279,-95.202279,Harris
387,SHT,Southbound,At,Garrett,29.88311,29.88311,-95.19779,-95.19779,Harris
388,SHT,Southbound,At,W. Lake Houston Pkwy,29.92455,29.92455,-95.19978,-95.19978,Harris
389,SHT,Westbound,At,John Ralston,29.93473,29.93473,-95.22574,-95.22574,Harris
390,SHT,Westbound,At,VETERANS MEMORIAL PKY,29.9375,29.9377,-95.4599,-95.4599,Harris
391,SHT,Westbound,At,ELLA BLVD,29.9377,29.9379,-95.4323,-95.4323,Harris
392,SHT,Eastbound,At,John Ralston,29.93473,29.93473,-95.22574,-95.22574,Harris
393,SHT,Eastbound,At,Wilson Rd,29.93473,29.93473,-95.24953000000001,-95.24953000000001,Harris
394,SHT,Eastbound,At,US-90 ALTERNATE S. MAIN,29.6264,29.6262,-95.5177,-95.5182,Harris
395,SHT,Westbound,At,US-90 ALTERNATE S. MAIN,29.6264,29.6262,-95.5177,-95.5182,Harris
396,SHT,Eastbound,At,US-90 ALTERNATE S. MAIN,29.6264,29.6262,-95.5177,-95.5182,Harris
397,SHT,Westbound,At,US-90 ALTERNATE S. MAIN,29.6264,29.6262,-95.5177,-95.5182,Harris
398,SHT,Eastbound,At,US-90 ALTERNATE S. MAIN,29.6264,29.6262,-95.5177,-95.5182,Harris
399,SHT,Westbound,At,US-90 ALTERNATE S. MAIN,29.6264,29.6262,-95.5177,-95.5182,Harris
400,SHT,Eastbound,At,AIRPORT,29.6443,29.644000000000002,-95.5389,-95.5392,Harris
401,SHT,Westbound,At,AIRPORT,29.6443,29.644000000000002,-95.5389,-95.5392,Harris
402,SHT,Eastbound,At,FM-865 CULLEN BLVD,29.599,29.5987,-95.3535,-95.3533,Harris
403,SHT,Eastbound,At,ALMEDA,29.5974,29.596999999999998,-95.4264,-95.4265,Harris
404,SHT,Eastbound,At,FUQUA,29.60503,29.60503,-95.47413,-95.47413,Harris
405,SHT,Westbound,At,FM-865 CULLEN BLVD,29.599,29.5987,-95.3535,-95.3533,Harris
406,SHT,Westbound,At,PEARLAND PARKWAY,29.600240000000003,29.600240000000003,-95.26626999999999,-95.26626999999999,Harris
407,SHT,Eastbound,At,BLACKHAWK,29.6007,29.6004,-95.2475,-95.2474,Harris
408,SHT,Eastbound,At,BLACKHAWK,29.6007,29.6004,-95.2475,-95.2474,Harris
409,SHT,Eastbound,After,IH-45 GULF FWY,29.606509999999997,29.606509999999997,-95.20528,-95.20528,Harris
410,SHT,Westbound,At,IH-45 GULF FWY,29.606509999999997,29.606509999999997,-95.20528,-95.20528,Harris
411,SHT,Westbound,At,S. POST OAK,29.6004,29.6002,-95.4647,-95.4648,Harris
412,SHT,Eastbound,At,SH-288,29.5976,29.5973,-95.3865,-95.3865,Harris
413,SHT,Eastbound,At,FM-865 CULLEN BLVD,29.599,29.5987,-95.3535,-95.3533,Harris
414,SHT,Eastbound,At,IH-45 GULF FWY,29.606509999999997,29.606509999999997,-95.20528,-95.20528,Harris
415,SHT,Eastbound,At,SH-288,29.5976,29.5973,-95.3865,-95.3865,Harris
416,SHT,Westbound,At,BEAMER,29.6009,29.6007,-95.2287,-95.2286,Harris
417,SHT,Eastbound,At,FUQUA,29.60503,29.60503,-95.47413,-95.47413,Harris
418,SHT,Westbound,At,BLACKHAWK,29.6007,29.6004,-95.2475,-95.2474,Harris
419,SHT,Northbound,At,WESTPARK DR,29.7222,29.7221,-95.5573,-95.5575,Harris
420,SHT,Northbound,At,HAMMERLY BLVD,29.8127,29.8127,-95.5636,-95.5636,Harris
421,SHT,Southbound,At,WESTPARK DR,29.7222,29.7221,-95.5573,-95.5575,Harris
422,SHT,Southbound,At,IH-10 KATY,29.7844,29.7844,-95.5629,-95.5631,Harris
423,SHT,Southbound,At,MEMORIAL DR,29.7728,29.7728,-95.5626,-95.5628,Harris
424,SHT,Northbound,At,BELLAIRE BLVD,29.7047,29.7046,-95.5571,-95.5573,Harris
425,SHT,Northbound,At,RICHMOND AVE,29.7277,29.7277,-95.5574,-95.5576,Harris
426,SHT,Southbound,At,IH-69 SOUTHWEST,29.6615,29.6608,-95.5576,-95.5584,Harris
427,SHT,Southbound,At,BRIAR FOREST DR,29.7477,29.7477,-95.5577,-95.5579,Harris
428,SHT,Southbound,At,WESTVIEW,29.788188,29.788188,-95.56313,-95.56313,Harris
429,SHT,Northbound,At,TANNER RD,29.8503,29.8503,-95.5637,-95.5639,Harris
430,SHT,Northbound,At,RICHMOND AVE,29.7277,29.7277,-95.5574,-95.5576,Harris
431,SHT,Northbound,After,BOHEME DR,29.7674,29.7673,-95.5617,-95.5618,Harris
432,SHT,Northbound,At,BISSONNET ST,29.6747,29.6747,-95.5603,-95.5604,Harris
433,SHT,Southbound,At,BISSONNET ST,29.6747,29.6747,-95.5603,-95.5604,Harris
434,SHT,Northbound,At,MEMORIAL DR,29.7728,29.7728,-95.5626,-95.5628,Harris
435,SHT,Northbound,At,FM-1093 WESTHEIMER RD,29.737,29.7369,-95.5575,-95.5577,Harris
436,SHT,Southbound,At,CLAY DR,29.831999999999997,29.831999999999997,-95.5637,-95.5639,Harris
437,SHT,Northbound,At,BOHEME DR,29.7674,29.7673,-95.5617,-95.5618,Harris
438,SPUR-342,Northbound,At,IH-45,29.288659999999997,29.288659999999997,-94.83793,-94.83793,Galveston
439,Tomball Tollway,Southbound,At,BS 249/ Holderrieth,30.06682381,30.06682553,-95.62310109,-95.62310109,Harris
440,US-290,Eastbound,At,FM 1098,30.0806,30.0806,-95.9908,-95.9908,Waller
441,US-290,Westbound,At,FM 1098,30.0806,30.0806,-95.9908,-95.9908,Waller
442,US-290,Eastbound,At,FM 1098,30.0806,30.0806,-95.9908,-95.9908,Waller
443,US-290 NORTHWEST,Eastbound,At,FM-2920,30.0632,30.0634,-95.9087,-95.9087,Harris
444,US-290 NORTHWEST,Eastbound,At,BINGLE RD,29.8379,29.8383,-95.4888,-95.4888,Harris
445,US-290 NORTHWEST,Eastbound,At,GESSNER RD,29.8669,29.866999999999997,-95.5408,-95.5408,Harris
446,US-290 NORTHWEST,Westbound,At,WEST RD,29.9007,29.901,-95.5993,-95.5993,Harris
447,US-290 NORTHWEST,Westbound,At,ELDRIDGE PARKWAY,29.9031,29.9033,-95.6026,-95.6026,Harris
448,US-290 NORTHWEST,Eastbound,At,FM-529,29.8795,29.8795,-95.569,-95.569,Harris
449,US-290 NORTHWEST,Eastbound,At,BINFORD,30.0573,30.0576,-95.8911,-95.8911,Harris
450,US-290 NORTHWEST,Eastbound,At,SKINNER,29.9629,29.9631,-95.6878,-95.6878,Harris
451,US-290 NORTHWEST,Eastbound,At,SKINNER,29.9629,29.9631,-95.6878,-95.6878,Harris
452,US-90,Westbound,At,BELTWAY 8-EAST,29.832929999999998,29.832929999999998,-95.1752,-95.1752,Harris
453,US-90,Westbound,At,UVALDE,29.8297,29.8296,-95.1824,-95.1824,Harris
454,US-90,Westbound,At,ADLONG JOHNSON / BOHEMIAN HALL,29.93630994,29.93661569,-95.03167518,-95.03167518,Harris
455,US-90 ALTERNATE,Westbound,At,SH-99 Lanier Pkwy,29.601591,29.601591,-95.684453,-95.684453,Fort_Bend
456,US-90 ALTERNATE,Eastbound,At,KIRKWOOD DR/DULLES AVE,29.627269000000002,29.627269000000002,-95.5827,-95.5827,Fort_Bend
457,US-90 ALTERNATE,Eastbound,At,SAN BENARD RIVER/FORT BEND-WHARTON COUNTY LINE,29.532909000000004,29.532909000000004,-96.055298,-96.055298,Fort_Bend
458,US-90 ALTERNATE,Westbound,At,SAN BENARD RIVER/FORT BEND-WHARTON COUNTY LINE,29.532909000000004,29.532909000000004,-96.055298,-96.055298,Fort_Bend
459,US-90 ALTERNATE,Eastbound,At,SH-99 Lanier Pkwy,29.601591,29.601591,-95.684453,-95.684453,Fort_Bend
460,WT,Eastbound,At,IH-69,29.723540000000003,29.723540000000003,-95.49154,-95.49154,Harris
461,WT,Eastbound,At,Post Oak,29.726246500000002,29.72623478,-95.46252,-95.46252,Harris
462,WT,Eastbound,At,IH-610 West Loop,29.72629294,29.72008225,-95.46037975,-95.46037975,Harris
463,WT,Westbound,At,S. RICE,29.725403000000004,29.725403000000004,-95.46825799999999,-95.46825799999999,Harris
464,WT,Eastbound,At,FONDREN,29.721239,29.721239,-95.52029399999999,-95.52029399999999,Harris
465,WT,Westbound,At,BELTWAY 8,29.718321999999997,29.718321999999997,-95.55740300000001,-95.55740300000001,Harris
466,WT,Eastbound,At,GESSNER,29.719671999999996,29.719671999999996,-95.539047,-95.539047,Harris
467,WT,Eastbound,At,Post Oak,29.726246500000002,29.72623478,-95.46252,-95.46252,Harris
