latitude_dd,longitude_dd,vdatum,member_name,site_id,site_no,description,networks,state,county,waterbody,horizontal_datum,priority,zone,horizontal_collection_method,perm_housing_installed,peak_summary_id,member_id,peak_date,is_peak_estimated,is_peak_time_estimated,peak_stage,is_peak_stage_estimated,peak_discharge,is_peak_discharge_estimated,vdatum_id,height_above_gnd,is_hag_estimated,time_zone,aep,aep_lowci,aep_upperci,aep_range,calc_notes,last_updated,last_updated_by,member,data_file,hwms,vertical_datums,Links
29.02643,-95.89453,NAVD88,Kristine Blickenstaff,20795,TXMAT20795,"O.H. Herman Middle School at Van Vleck, TX",,TX,Matagorda County,Caney Creek,,,,,No,5564,,9/2/2017 5:00:00 PM,1,1,45.56,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.04193,-95.86344,NAVD88,Kristine Blickenstaff,20796,TXMAT20796,Caney Creek at TX 35,,TX,Matagorda County,Caney Creek,,,,,No,5565,,9/2/2017 5:00:00 PM,1,1,44.53,1,,0,,0,,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.18222,-95.90906,NAVD88,Kristine Blickenstaff,20797,TXMAT20797,Pledger Post Office,,TX,Matagorda County,Caney Creek,,,,,No,5566,,9/2/2017 5:00:00 PM,1,1,63.68,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.2241,-95.91698,NAVD88,Kristine Blickenstaff,20798,TXWHA20798,Caney Creek at Co. Rd. 1301,,TX,Wharton County,Caney Creek,,,,,No,5567,,9/2/2017 4:59:00 PM,1,1,68.93,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.55893,-95.63732,NAVD88,Jeremy McDowell,21365,TXFOR21365,Bridge on commonwealth blvd,,TX,Fort Bend County,Brazos River,,,,,No,5568,,8/29/2017 5:00:00 PM,1,1,71.53,1,,0,,1.39,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.26449,-95.93885,NAVD88,Kristine Blickenstaff,20799,TXWHA20799,Boling High School,,TX,Wharton County,Caney Creek,,,,,No,5569,,9/2/2017 5:00:00 PM,1,1,79.12,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.54723,-95.54969,NAVD88,Jeremy McDowell,21368,TXFOR21368,Bridge near Elkins High School,,TX,Fort Bend County,Brazos River,,,,,No,5570,,8/29/2017 5:00:00 PM,1,1,63.69,1,,0,,5.83,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.18756,-95.95091,NAVD88,Kristine Blickenstaff,20800,TXWHA20800,County Road 104,,TX,Wharton County,Water Hole Creek,,,,,No,5571,,9/2/2017 5:00:00 PM,1,1,71.64,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.43831,-95.06822,NAVD88,Kristine Blickenstaff,23312,TXGAL23312,Dickinson Bayou and 45,,TX,Galveston County,Dickinson Bayou,,,,,No,5572,,9/2/2017 5:00:00 PM,1,1,16.74,0,,0,,5.34,,UTC,,,,,Single HWM used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.95179,-95.71096,NAVD88,Kristine Blickenstaff,20887,TXMAT20887,Linnville Bayou at Co Rd 521,,TX,Matagorda County,Linnville Bayou,,,,,No,5573,,9/2/2017 5:00:00 PM,1,1,20.76,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.51778,-95.58792,NAVD88,Jeremy McDowell,21374,TXFOR21374,Sand Supply #1,,TX,Fort Bend County,Brazos River,,,,,No,5574,,8/29/2017 5:00:00 PM,1,1,65.34,1,,0,,2,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.95109,-95.75518,NAVD88,Kristine Blickenstaff,20888,TXMAT20888,Linnville Bayou at FM 457 and Co Rd 153,,TX,Matagorda County,Linnville Bayou,,,,,No,5575,,9/2/2017 5:00:00 PM,1,1,23.79,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.5747,-95.60663,NAVD88,Jeremy McDowell,21400,TXFOR21400,Ditch near First Colony Park,,TX,Fort Bend County,Brazos River,,,,,No,5576,,8/29/2017 5:00:00 PM,1,1,62.52,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.98173,-95.77023,NAVD88,Kristine Blickenstaff,20889,TXMAT20889,Linnville Bayou at Co Rd 150,,TX,Matagorda County,Linnville Bayou,,,,,No,5577,,9/2/2017 5:00:00 PM,1,1,28.13,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.04524,-95.78242,NAVD88,Kristine Blickenstaff,20891,TXMAT20891,Linnville Bayou at Co Rd 133,,TX,Matagorda County,Linnville Bayou,,,,,No,5578,,9/2/2017 5:00:00 PM,1,1,32,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.06968,-95.78846,NAVD88,Kristine Blickenstaff,20892,TXBRA20892,Linnville Bayou at Hwy 35 at Brazoria Co Line,,TX,Brazoria County,Linnville Bayou,,,,,No,5579,,9/2/2017 5:00:00 PM,1,1,36.36,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.07517,-95.76731,NAVD88,Kristine Blickenstaff,20893,TXBRA20893,Linnville Bayou at Hwy 35 west of Chevron Philips Plant,,TX,Brazoria County,Linnville Bayou,,,,,No,5580,,9/6/2017 5:00:00 PM,1,1,37.94,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.08342,-95.73809,NAVD88,Kristine Blickenstaff,20896,TXBRA20896,Linnville Bayou at HWY 35 east of Chevron Philips plant,,TX,Brazoria County,Linnville Bayou,,,,,No,5581,,9/2/2017 5:00:00 PM,1,1,36.64,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.5129,-96.6284,NAVD88,Jeremy McDowell,21485,TXCOL21485,Bridge on Hwy 90 between CR 255 and Squirrel Run,,TX,Colorado County,Lavaca River,,,,,No,5582,,8/29/2017 5:00:00 PM,1,1,227.38,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.05007,-95.74964,NAVD88,Kristine Blickenstaff,20897,TXBRA20897,Cedar Lake creek at Co Rd 359,,TX,Brazoria County,Cedar Lake Creek,,,,,No,5583,,9/2/2017 5:00:00 PM,1,1,31.77,1,,0,,0,,UTC,,,,,Average of 3 HWMs used to estimate creek.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.10678,-95.77935,NAVD88,Kristine Blickenstaff,20898,TXBRA20898,Co Rd 524 at Co Rd 375,,TX,Brazoria County,Linnville Bayou,,,,,No,5584,,9/2/2017 5:00:00 PM,1,1,42.45,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.14028,-95.80914,NAVD88,Kristine Blickenstaff,20899,TXBRA20899,"Old Ocean Circuit, Saint Mary AME Church",,TX,Brazoria County,Linnville Bayou,,,,,No,5585,,9/2/2017 5:00:00 PM,1,1,44.37,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.17433,-95.83039,NAVD88,Kristine Blickenstaff,20900,TXBRA20900,Linnville Bayou at culvert on Co Rd 1301,,TX,Brazoria County,Linnville Bayou,,,,,No,5586,,9/2/2017 5:00:00 PM,1,1,50.94,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.17762,-95.84218,NAVD88,Kristine Blickenstaff,20901,TXMAT20901,Linnville Bayou at bridge on Co Rd 1301,,TX,Matagorda County,Linnville Bayou,,,,,No,5587,,9/2/2017 5:00:00 PM,1,1,51.86,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.20171,-95.88725,NAVD88,Kristine Blickenstaff,20902,TXMAT20902,Caney creek at culvert on Co Rd 1301,,TX,Matagorda County,Caney Creek,,,,,No,5588,,9/2/2017 5:00:00 PM,1,1,58.61,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.1171,-95.85226,NAVD88,Kristine Blickenstaff,20903,TXMAT20903,Linnville Bayou on Co Rd 112,,TX,Matagorda County,Linnville Bayou,,,,,No,5589,,9/2/2017 5:00:00 PM,1,1,46.18,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.81934,-95.65086,NAVD88,Kristine Blickenstaff,21057,TXMAT21057,Intersection of Co. Rd. 287 and Hwy 457,,TX,Matagorda County,Caney Creek,,,,,No,5590,,9/2/2017 5:00:00 PM,1,1,6.3,1,,0,,0,,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.90185,-95.63616,NAVD88,Kristine Blickenstaff,21061,TXMAT21061,Cedar Lake Creek at FM 2611,,TX,Matagorda County,Cedar Lake Creek,,,,,No,5591,,9/2/2017 5:00:00 PM,1,1,10.67,1,,0,,0,,UTC,,,,,Average of 3 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.89367,-95.62476,NAVD88,Kristine Blickenstaff,21064,TXMAT21064,Cedar Lake Creek at Shakespeare Brown Rd,,TX,Matagorda County,Cedar Lake Creek,,,,,No,5592,,9/2/2017 5:00:00 PM,1,1,9.94,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.87082,-95.65031,NAVD88,Kristine Blickenstaff,21066,TXMAT21066,Caney creek on League Line Rd,,TX,Matagorda County,Caney Creek,,,,,No,5593,,9/2/2017 5:00:00 PM,1,1,11.82,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.96514,-95.68992,NAVD88,Kristine Blickenstaff,21069,TXBRA21069,Cedar Lake Creek at Co Rd 521,,TX,Brazoria County,Cedar Lake Creek,,,,,No,5594,,9/7/2017 5:00:00 PM,1,1,18.82,1,,0,,0,,UTC,,,,,Average of 4 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.01018,-95.74096,NAVD88,Kristine Blickenstaff,21071,TXBRA21071,Cedar Lake Creek at Co Rd 332,,TX,Brazoria County,Cedar Lake Creek,,,,,No,5595,,9/2/2017 5:00:00 PM,1,1,26.24,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.95083,-95.39067,NAVD88,Kristine Blickenstaff,21072,TXBRA21072,Brazos River at Hwy 36 near Brazos River,,TX,Brazoria County,Brazos River,,,,,No,5596,,9/2/2017 5:00:00 PM,1,1,6.84,1,,0,,0,0,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.96943,-95.43182,NAVD88,Kristine Blickenstaff,21073,TXBRA21073,Jones Creek at Jones Creek on Hwy 36,,TX,Brazoria County,Jones Creek,,,,,No,5597,,9/2/2017 5:00:00 PM,1,1,10.03,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.92102,-95.55561,NAVD88,Kristine Blickenstaff,21075,TXBRA21075,San Bernard River at Co Rd 2918,,TX,Brazoria County,San Bernard River,,,,,No,5598,,9/2/2017 5:00:00 PM,1,1,7.99,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.95138,-95.55436,NAVD88,Kristine Blickenstaff,21076,TXBRA21076,San Bernard River at Hwy 2611,,TX,Brazoria County,San Bernard River,,,,,No,5599,,9/2/2017 5:00:00 PM,1,1,10.18,0,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.01177,-95.58309,NAVD88,Kristine Blickenstaff,21142,TXBRA21142,San Bernard River at Healing House Outreach Church,,TX,Brazoria County,San Bernard River,,,,,No,5600,,9/2/2017 5:01:00 PM,1,1,15.9,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.0785,-95.68329,NAVD88,Kristine Blickenstaff,21145,TXBRA21145,San Bernard River at FM 522,,TX,Brazoria County,San Bernard River,,,,,No,5601,,9/2/2017 5:00:00 PM,1,1,24.72,1,,0,,1,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.05259,-95.68073,NAVD88,Kristine Blickenstaff,21147,TXBRA21147,San Bernard River at Co Rd 372,,TX,Brazoria County,San Bernard River,,,,,No,5602,,9/2/2017 5:00:00 PM,1,1,19.41,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.04171,-95.64923,NAVD88,Kristine Blickenstaff,21148,TXBRA21148,San Bernard River at end of Co Rd 344,,TX,Brazoria County,San Bernard River,,,,,No,5603,,9/2/2017 5:00:00 PM,1,1,18.98,1,,0,,0,,UTC,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.1124,-95.70769,NAVD88,Kristine Blickenstaff,21149,TXBRA21149,"San Bernard Reservoir Number 1, FM 1459 and Co Rd 791",,TX,Brazoria County,San Bernard,,,,,No,5604,,9/2/2017 4:58:00 PM,1,1,30.83,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.16057,-95.7649,NAVD88,Kristine Blickenstaff,21152,TXBRA21152,San Bernard River on FM 1301,,TX,Brazoria County,San Bernard River,,,,,No,5605,,9/2/2017 5:00:00 PM,1,1,40.72,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.15128,-95.71626,NAVD88,Kristine Blickenstaff,21153,TXBRA21153,Mound Creek at FM 1301,,TX,Brazoria County,Mound Creek,,,,,No,5606,,9/2/2017 5:00:00 PM,1,1,32.5,1,,0,,0,0,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.18741,-95.72592,NAVD88,Kristine Blickenstaff,21155,TXBRA21155,San Bernard River on Co Rd 5,,TX,Brazoria County,San Bernard River,,,,,No,5607,,9/8/2017 5:00:00 PM,1,1,40.46,1,,0,,3.55,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.26144,-95.89439,NAVD88,Kristine Blickenstaff,21156,TXWHA21156,Wharton Co Generating Plant,,TX,Wharton County,San Bernard River,,,,,No,5608,,9/2/2017 5:00:00 PM,1,1,71.79,0,,0,,3.75,,UTC,,,,,Single HWM used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.25711,-95.86797,NAVD88,Kristine Blickenstaff,21157,TXWHA21157,San Bernard River at Caldwell Road,,TX,Wharton County,San Bernard River,,,,,No,5609,,9/8/2017 5:00:00 PM,1,1,62.35,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.28894,-95.91756,NAVD88,Kristine Blickenstaff,21161,TXWHA21161,Caney creek on FM 442,,TX,Wharton County,Caney Creek,,,,,No,5610,,9/2/2017 5:00:00 PM,1,1,72.68,1,,0,,3.75,1,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.29371,-95.65367,NAVD88,Kristine Blickenstaff,21165,TXFOR21165,Cow Creek at Co Rd 17,,TX,Fort Bend County,Cow Creek,,,,,No,5611,,9/2/2017 5:00:00 PM,1,1,49.19,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.32049,-95.61387,NAVD88,Kristine Blickenstaff,21168,TXBRA21168,Cow Creek at Co Rd 25,,TX,Brazoria County,Cow Creek,,,,,No,5612,,9/2/2017 5:00:00 PM,1,1,49.56,1,,0,,5.05,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.9354,-95.29866,NAVD88,Kristine Blickenstaff,21298,TXBRA21298,Gulf of Mexico at Fort Quintana,,TX,Brazoria County,Gulf of Mexico,,,,,No,5613,,9/2/2017 5:00:00 PM,1,1,5.62,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.9606,-96.68526,NAVD88,Glenn Harwell,21058,TXJAC21058,"By streamlfow gaging station 08164000 (Lavaca River near Edna, TX)",,TX,Jackson County,Lavaca River,,,,,No,5629,,8/29/2017 9:00:00 PM,0,0,46.05,1,,0,,0,1,UTC,,,,,Only mark but looks ok. Peak date and time from streamflow gaging station 08164000.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.67804,-96.39228,NAVD88,Glenn Harwell,21134,TXJAC21134,Near intersection of County Road 479 and Bluefish Lane,,TX,Jackson County,Gulf of Mexico,,,,,No,5710,,8/26/2017 5:00:00 PM,1,1,6.713,1,,0,,0,1,UTC,,,,,Average of the two marks.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.70151,-96.39014,NAVD88,Glenn Harwell,21150,TXJAC21150,"At the end of Aberhamson Rd, also called County Road 478",,TX,Jackson County,Gulf of Mexico,,,,,No,5711,,8/26/2017 5:00:00 PM,1,1,7.34,1,,0,,0,1,UTC,,,,,Only mark but looks ok to use.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.06198,-95.49812,NAVD88,Kristine Blickenstaff,21307,TXBRA21307,Buffalo Camp Bayou at 1819 Bayou Dr,,TX,Brazoria County,Buffalo Camp Bayou,,,,,No,5712,,9/2/2017 5:00:00 PM,0,1,19.57,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate Peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.46706754,-96.81277778,local control point,Kristine Blickenstaff,21837,TXLAV21837,from US ALT 90 and County Rd 122 south 2.3 miles to Navidad River,,TX,Lavaca County,Navidad River,,,,,No,5713,,9/2/2017 5:00:00 PM,1,1,205.42,0,,0,,0,,UTC,,,,,Single HWM used for peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.73799,-96.40257,NAVD88,Glenn Harwell,21151,TXJAC21151,North side of Carancahua Bay off Highway 35 about 0.68 miles west of Schmidt Road near Weedhaven,,TX,Jackson County,Gulf of Mexico,,,,,No,5714,,8/26/2017 5:00:00 PM,1,1,9.08,1,,0,,0,1,UTC,,,,,Average of the two marks.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.1436,-95.60529,NAVD88,Kristine Blickenstaff,21310,TXBRA21310,Brazos River near West Columbia,,TX,Brazoria County,Brazos River,,,,,No,5715,,9/2/2017 5:00:00 PM,1,1,30.03,1,,0,,0,,UTC,,,,,Average of 2 HWMs used to estimate peak.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.73176,-96.43566,NAVD88,Glenn Harwell,21159,TXJAC21159,Highway 35 about 1.25 miles east of Weedhaven on the west side of Carancahua Bay,,TX,Jackson County,Gulf of Mexico,,,,,No,5716,,8/26/2017 5:00:00 PM,1,1,9.54,1,,0,,0,1,UTC,,,,,Only mark but looks ok.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.91874,-96.45702,NAVD88,Glenn Harwell,21160,TXJAC21160,West Carancahua Creek at Farm to Market 1823 bridge,,TX,Jackson County,Gulf of Mexico,,,,,No,5717,,8/29/2017 5:00:00 PM,1,1,39.1,1,,0,,0,1,UTC,,,,,Average of the two marks.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.8458,-96.41148,NAVD88,Glenn Harwell,21162,TXJAC21162,West Carancahua Creek at Farm to Market 616 bridge,,TX,Jackson County,West Carancahua Creek,,,,,No,5718,,8/29/2017 5:00:00 PM,1,1,15,0,,0,,7.7,,UTC,,,,,Average of two good marks.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.86353,-96.28458,NAVD88,Glenn Harwell,21166,TXMAT21166,East Carancahua Creek at Farm to Market 616,,TX,Matagorda County,East Carancahua Creek,,,,,No,5719,,8/29/2017 5:00:00 PM,1,1,21.73,0,,0,,0,,UTC,,,,,Average of the two marks.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
28.82146,-96.34699,NAVD88,Glenn Harwell,21167,TXJAC21167,East Carancahua Creek at County Road 452,,TX,Jackson County,East Carancahua Creek,,,,,No,5720,,8/29/2017 5:00:00 PM,1,1,9.64,1,,0,,0,1,UTC,,,,,Only good mark.,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.04303273,-96.46805556,local control point,Jeremy McDowell,21536,TXJAC21536,Devers rd 3.0 miles east of Ganado at McFarland creek boat ramp,,TX,Jackson County,Lavaca River,,,,,No,5721,,8/29/2017 5:00:00 PM,1,1,47.11,1,,0,,3.05,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.50884,-96.63862,NAVD88,Jeremy McDowell,21490,TXCOL21490,Bridge on Hwy 90 between Squirrel Run and J T Powell Prrd,,TX,Colorado County,Lavaca River,,,,,No,5741,,8/29/2017 5:00:00 PM,1,1,230.6,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.48612,-96.70246,NAVD88,Jeremy McDowell,21492,TXCOL21492,Bridge on Hwy 90 between CR 119 and Old Varley Ln,,TX,Colorado County,Lavaca River,,,,,No,5746,,8/29/2017 5:00:00 PM,1,1,229.61,1,,0,,3.1,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.46573,-96.54418,NAVD88,Jeremy McDowell,21494,TXCOL21494,Bridge on FM 1693 between CR 110 and CR 111,,TX,Colorado County,Lavaca River,,,,,No,5751,,8/29/2017 5:00:00 PM,1,1,191.68,1,,0,,2.75,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.36263,-96.5766,NAVD88,Jeremy McDowell,21499,TXCOL21499,Bridge on CR 283 between Roman Rd and CR 19A,,TX,Colorado County,Lavaca River,,,,,No,5752,,8/29/2017 5:00:00 PM,1,1,155.5,1,,0,,0,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
29.23345,-96.49855,NAVD88,Jeremy McDowell,21502,TXWHA21502,Bridge on FM 1300 at Sandy Ck west of CR 365A,,TX,Wharton County,Lavaca River,,,,,No,5753,,8/29/2017 5:00:00 PM,1,1,109.28,1,,0,,0.4,,UTC,,,,,avg,,,,System.Collections.Generic.HashSet`1[STNDB.data_file],System.Collections.Generic.HashSet`1[STNDB.hwm],,
